nombre,biografia,oyentes,reproducciones,similares
Elektronomia," <a href=""https://www.last.fm/music/Elektronomia"">Read more on Last.fm</a>",102356,1328505,"['Jim Yosef', 'Tobu', 'Lensko', '3rd Prototype', 'Clarx']"
The Irrepressibles,"The Irrepressibles es un proyecto de 10 personas de Londres que, encabezadas por su líder Jamie McDermott, acaban de publicar su disco de debut. 

Su registro en MySpace data de abril de 2005 y en los últimos dos años medios como The Observer o The Sunday Times los han elogiado gracias a su banda sonora, EP/DVD, para la película ‘The Forgotten Circus’, de siete canciones, cuatro de ellas de menos de dos minutos, titulada ‘From The Circus To The Sea’. <a href=""https://www.last.fm/music/The+Irrepressibles"">Read more on Last.fm</a>",401626,5655823,"['Woodkid', 'Antony and the Johnsons', 'Billie Eilish, Khalid', 'Owen Pallett', 'ANOHNI']"
Makj," <a href=""https://www.last.fm/music/Makj"">Read more on Last.fm</a>",120675,678910,"['Will Sparks', 'Nathan Dawe', 'David Guetta', 'Ahzee', 'Fedde Le Grand']"
Madness Gangsters," <a href=""https://www.last.fm/music/Madness+Gangsters"">Read more on Last.fm</a>",526,1971,"['OCEANA/AMICE', 'DJ SNAKE/YELLOW CLAW/ELLIPHANT', 'DNCE/NICKI MINAJ/ASTERO', 'JOHN DAHLBACK/MELANIE FONTANA', 'JONAS BLUE/WILLIAM SINGE/DJ RAMIREZ/MIKE TEMOFF']"
Axwell,"Axwell, cuyo nombre de nacimiento es Axel Hedfors es un DJ, productor de música house, y propietario de un sello musical, originario de Lund, Suecia. Formó parte junto a Steve Angello y Sebastian Ingrosso de la agrupación de música electrónica, Swedish House Mafia. Actualmente se encuentra en la ubicación #29 en la encuesta realizada en 2014 por la revista DJmag.

Conocido por ser unos de los pocos DJ's de música dance que ha formado parte <a href=""https://www.last.fm/music/Axwell"">Read more on Last.fm</a>",638382,4638154,"['Steve Angello', 'Sebastian Ingrosso', 'Swedish House Mafia', 'Freemasons', 'Laidback Luke']"
Cuartero," <a href=""https://www.last.fm/music/Cuartero"">Read more on Last.fm</a>",16670,73667,"['Rafa Barrios', 'Andre Butano', 'Hector Couto', 'Miguel Bastida', 'DJ Fronter']"
The Bahama Soul Club," <a href=""https://www.last.fm/music/The+Bahama+Soul+Club"">Read more on Last.fm</a>",81638,791702,"[""Mo' Horizons"", 'Mop Mop', 'Llorca', 'Italian Secret Service', 'S-Tone Inc.']"
Imagination,"Eran un grupo de lo mas sigular que en los años 80 eran la sensación de las pistas de baile en las discotecas, no era difícil imaginar su profesionalidad de la musica disco del momento, su puesta de luces y baile escénico hacian que se saliesen en los escenarios y conseguian llevarnos a otra dimensión.
sus temas más conocidos fueron; Just an ilusion, Body talk, y music and lights, entre otros.   <a href=""https://www.last.fm/music/Imagination"">Read more on Last.fm</a>",264563,1804880,"['Gibson Brothers', 'Viola Wills', 'Eddy Grant', 'Tony Esposito', 'Change']"
Martin Solveig,"Nacido en 1976, con 13 años consiguió su primer tocadiscos, pero no fue hasta 1992 que Martin decidió comenzar su carrera en la música electrónica a pesar de que él fue educado en la música clásica (Martin era un solista soprano en el coro parisino Les Petits Chanteurs de Sainte-Croix de Neuilly). Comenzó su primera residencia en el club de París Le Palace con el apoyo de Claude Monnet.

Martin Solveig se mudó a otro famoso club nocturno parisiense Les Bains Douches donde él trabajó con DJ's famosos como Todd Terry <a href=""https://www.last.fm/music/Martin+Solveig"">Read more on Last.fm</a>",1340244,14010831,"['Kungs', 'Bob Sinclar', 'Ofenbach', 'David Guetta', 'Feder']"
Sak Noel,"Sak Noel dio sus primeros pasos en el mundo de la música cuando era un adolescente, influenciado por los sonidos electrónicos en el inicio del siglo XXI. Después de tocar en diferentes clubes que fundó su propia compañía, Moguda.com, con su mejor amigo. A través de esta empresa llevó a cabo diferentes producciones musicales para artistas, clubes y también sus propias canciones, pero estos seres como miembro de Mak y Sak feat. Xana. Con este grupo recorrió el país ofreciendo sesiones en vivo en el conocido Moguda. <a href=""https://www.last.fm/music/Sak+Noel"">Read more on Last.fm</a>",366274,2260403,"['Bingo Players', 'Sash!', 'Robin Schulz', 'Inna', 'Mike Candys']"
Moderat,"MODESELEKTOR and APPARAT
La historia de Moderat se inicia  en 2002, cuando Sascha Ring (alias Apparat) y Gernot Bronsert & Sebastian Szary ( Modeselektor) se juntaron para crear ""Auf Kosten der Gesundheit"" (BPitch Control), que en castellano vendría a ser algo así como ""A costa de la salud"". Y tal vez porque precisamente el track en cuestión estuvo a poco de acabar con ellos que han tenido que pasar eso, siete años para que volvieran a juntarse para ""continuar"" el álbum que iniciaron entonces y que quedó en nada. <a href=""https://www.last.fm/music/Moderat"">Read more on Last.fm</a>",727144,32190330,"['Apparat', 'Modeselektor', 'Weval', 'Christian Löffler', 'Rival Consoles']"
Tremenda Jauría,"Tremenda Jauría se formó en Madrid. Es un colectivo musical que fusiona cumbia-punk, rap, reguetón combativo y música electrónica, con evidentes elementos de la música latinoamericana. Esta mezcla original de estilos musicales crea un estilo popular que llaman ""cumbiatón"" o ""electrocumbia"".El grupo ha colaborado con artistas como Kumbia Queers, Fermín Muguruza, Sara Hebe, Ariana Puello y ZOO.

Su estética se basaba en el anonimato, no se conocen sus nombres reales y en sus conciertos y vídeo clips siempre visten máscaras de gas. <a href=""https://www.last.fm/music/Tremenda+Jaur%C3%ADa"">Read more on Last.fm</a>",6429,105704,"['Mafalda', 'Tribade', 'MACHETE EN BOCA', 'Auxili', 'Roba Estesa']"
Waldeck,"Klaus Waldeck, es un ex abogado de derechos de autor vienés y músico de Electronica.

	
La carrera musical de Klaus Waldeck comenzó en Viena, Austria, cuando empezó con clases de piano a la edad de seis años. Cuando tenía quince años su vida musical se quedó en suspenso cuando destruyó un piano Bechstein, mientras cambiaba las cuerdas.

Waldeck más tarde fue a la escuela de leyes (aunque su corazón seguía con la música). Terminó la escuela de derecho y se convirtió en un abogado de derechos de autor. <a href=""https://www.last.fm/music/Waldeck"">Read more on Last.fm</a>",638914,10782025,"['Marsmobil', 'Saint Privat', 'Soma Sonic', 'The Mighty Bop', 'Zimpala']"
Boogie Belgique," <a href=""https://www.last.fm/music/Boogie+Belgique"">Read more on Last.fm</a>",111062,1953507,"['Gramatik', 'Caravan Palace', 'Kormac', 'Parov Stelar', 'The Geek x Vrv']"
Stereoclip," <a href=""https://www.last.fm/music/Stereoclip"">Read more on Last.fm</a>",151279,1425242,"['Joachim Pastor', 'Emrod', 'Angara', 'MOKADO', 'Worakls']"
Los Destellos,"Los Destellos nacen en 1966 gracias a su fundador Enrique Delgado Montes. Iniciaron interpretando el rock ""Nueva Ola"" y ""El Vals"". En año 1967, Enrique ya tenia preparado los 12 temas que serian la partida de Nacimiento de la cumbia peruana con el primer tema ""El Avispón"", pero es con ""La Malvada"" a donde llegan a la cúspide de la popularidad 

A mediados del año 1968 .graban ""La ardillita"", en Disco 45 rpm. En octubre lanza El Primer LP Titulado ""Los Destellos <a href=""https://www.last.fm/music/Los+Destellos"">Read more on Last.fm</a>",118552,1126732,"['Los Mirlos', 'Los Hijos del Sol', 'Juaneco y su Combo', 'Los Diablos Rojos', 'Los Orientales de Paramonga']"
Lane 8," <a href=""https://www.last.fm/music/Lane+8"">Read more on Last.fm</a>",362736,8724167,"['Sultan + Shepard', 'Le Youth', 'Ben Böhmer', 'Yotto', 'EMBRZ']"
OMFG," <a href=""https://www.last.fm/music/OMFG"">Read more on Last.fm</a>",204647,1749077,"['Tobu', 'Different Heaven', 'TheFatRat', 'Deaf Kev', 'Jim Yosef']"
TheFatRat,"Christian Friedrich Johannes Büttner (Göttingen, Alemania Occidental, 1 de junio de 1979), conocido como TheFatRat, es un productor y músico alemán. Su género a menudo se describe como ""glitch-hop"". Es más conocido por su canción de 2014 ""Unity"", que tiene alrededor de 90 millones de visitas en YouTube, y su EP Jackpot, publicado en 2016, el cual alcanzó el puesto 23 en la lista Billboard Dance / Electronic Albums. Su canal de YouTube tiene más de 2 millones de suscriptores y más de 300 millones de visitas. <a href=""https://www.last.fm/music/TheFatRat"">Read more on Last.fm</a>",539988,12466857,"['Jim Yosef', 'Tobu', 'Elektronomia', 'K-391', 'Vicetone']"
Calyx & TeeBee," <a href=""https://www.last.fm/music/Calyx+&+TeeBee"">Read more on Last.fm</a>",89168,1247167,"['The Prototypes', 'Break', 'Ed Rush & Optical', 'The Upbeats', 'Spor']"
Jo Cohen," <a href=""https://www.last.fm/music/Jo+Cohen"">Read more on Last.fm</a>",50882,381585,"['HEUSE', 'Krys Talk', 'ÉWN', 'Y&V', 'Dread Pitt']"
Jl & Afterman," <a href=""https://www.last.fm/music/Jl+&+Afterman"">Read more on Last.fm</a>",5670,22740,"['Giacca & Flores', 'Nytron', 'DiscoVer.', 'Lookee', 'Ivan Jack']"
Cash Cash,"Un poco de ritmo positivo al grito de ¡Por fin es viernes! Cada cierto tiempo siempre aparece un grupo para adolescentes que suena insistentemente en las radiofórmulas Pop. Creo que este 2009 ya tiene el suyo: Cash Cash.

Con un revival ochentero increible, nos presentan un Techno-Pop fresco y divertido para este año recién estrenado. Jean Paul Makhlouf es la voz principal de este cuarteto americano de Jersey. Le acompaña su hermano Alex Makhlouf (teclados <a href=""https://www.last.fm/music/Cash+Cash"">Read more on Last.fm</a>",834982,11789332,"['The Chainsmokers', 'NOTD', 'Midnight Kids', 'Breathe Carolina', 'Lost Kings']"
Melody Gardot,"Melody Gardot es una cantante y compositora de jazz americana, admiradora de las ""divas"" Billie Holiday, Ella Fitzgerald y Nina Simone. En sus conciertos, además de sus propios temas, interpreta canciones de The Mamas & The Papas, Radiohead y Duke Ellington. En su música se entrelazan elementos del jazz, blues y música folk y su disco parece el ""lugar"" en que Billie Holiday ""conoce"" a Tom Waitts con temas que hacen recordar desde la sofisticación de Cole Porter a la ""primera"" Rickie Le Jones. <a href=""https://www.last.fm/music/Melody+Gardot"">Read more on Last.fm</a>",784325,15197368,"['Diana Krall', 'Patricia Barber', 'Cassandra Wilson', 'Madeleine Peyroux', 'Stacey Kent']"
Fun Factory,"Fun Factory es un grupo eurodance aleman de gran éxito en la decada de los 90s.
Sus primeros componentes eran Toni Cottura (Smooth T), Rodney Hardison (Rod D.), Stephan Browarezyk (Steve), Balja y Marie-Anett Mey. 
Desde 1993 a 1997 editaron los albums ""Fun-Tastic"" y ""Close To You"" y singles como ""Celebration"", ""I Wanna B With U"" o ""Doh Wah Diddy"".

La formación cambió en 1999 y los componentes pasaron a ser Alfonso ""Al"" Walser, Tiger One y Anett Möller. Estos lanzaron los albums ""Next Generation"" y ""ABC Of Music"". <a href=""https://www.last.fm/music/Fun+Factory"">Read more on Last.fm</a>",80820,639503,"['Masterboy', 'DJ Bobo', 'Pharao', 'Captain Hollywood Project', 'Magic Affair']"
James,"James, la banda de Manchester liderada por Tim Booth, que ha sido gran referencia de la musica alternativa inglesa de los 80' y de los 90' con su Brit-pop. Idolos de Morrisey, también ha tocado otros estilos como el Acid-house a finales de los 8o'. Su hit por excelencia fue ""Sit Down"" y ""Laid"". Después de Sit Down con la ayuda de Brian Eno en la producción se volvió más experimental y electrónico y eso se vio reflejado en álbumes exitosos como 'Whiplash', 'Millionaires' y 'Pleased To Meet You'. <a href=""https://www.last.fm/music/James"">Read more on Last.fm</a>",985938,19180597,"['Shed Seven', 'The Lightning Seeds', 'The Charlatans', 'Inspiral Carpets', 'Ocean Colour Scene']"
Mike Perry,"Mikael Persson, mejor conocido por su nombre artístico Mike Perry, es un DJ sueco y productor musical originario de Skövde. Es mejor conocido por su single de 2016 ""The Ocean"" interpretado por Shy Martin, que alcanzó el puesto número 1 en el Swedish Singles Chart.

Después de reproducir el tema ""The Ocean"", ""Sony Music Entertainment"" lo inscribió en su sello.  El 15 de abril de 2016, se lanzó la canción con la voz de Shy Martin. La canción alcanzó el número 1 en la lista de singles sueca <a href=""https://www.last.fm/music/Mike+Perry"">Read more on Last.fm</a>",478770,5917228,"['Sam Feldt', 'Gryffin', 'John De Sohn', 'Martin Jensen', 'Kygo']"
Tritonal,"Tritonal es un dúo de música estadounidense formado en 2007 en Austin, Texas, compuesto por los productores y DJs Chad Cisneros y David Reed. Son conocidos por ser presentadores del programa de radio Tritonia.   <a href=""https://www.last.fm/music/Tritonal"">Read more on Last.fm</a>",434550,6784020,"['Audien', 'Seven Lions', 'Arty', 'Jason Ross', 'Gareth Emery']"
KSHMR,"Niles Hollowell-Dhar (n. Berkeley, California, 6 de octubre de 1988), más conocido como KSHMR (pronunciado como kashmir) es un DJ y productor indo-estadounidense de EDM, actualmente radicado en Berkeley, California. Desde 2013, comenzó a producir bajo el nombre de KSHMR después de haber dejado el dúo The Cataracs. <a href=""https://www.last.fm/music/KSHMR"">Read more on Last.fm</a>",344811,5930862,"['BlasterJaxx', 'Martin Garrix', 'Kaaze', 'Hardwell', 'Timmy Trumpet']"
FM-84,"FM-84 es una banda compuesta por Col Bennett, músico y diseñador gráfico proveniente de Ayrshire, Escocia, aunque actualmente reside en San Francisco, Estados Unidos. Más tarde el 2017 se le uniría Ollie Wride (Cage Against The Machine, The Night Hour) en las presentaciones en vivo y como un miembro no oficial. A FM-84 se le considera como una de los mejores exponentes del synthwave y retrowave de la última época, ganando una serie de elogios <a href=""https://www.last.fm/music/FM-84"">Read more on Last.fm</a>",157573,3564800,"['Ollie Wride', 'Kalax', 'The Midnight', 'Timecop1983', 'Michael Oakley']"
Stavroz," <a href=""https://www.last.fm/music/Stavroz"">Read more on Last.fm</a>",133180,1526075,"['Kerala Dust', 'Jacob Groening', 'Elfenberg', 'Sahalé', 'Ninze']"
Zouzoulectric," <a href=""https://www.last.fm/music/Zouzoulectric"">Read more on Last.fm</a>",5991,32885,"['Jive Me', 'Masha Ray', 'Nikola Vujicic', 'Lamuzgueule', 'DJ Dunya']"
Soulwax,"Arquitectos de la simbiosis entre el rock y el electronico que ha influenciado a artistas como Ladytron y Fischerspooner, el  quinteto belga destroza pistas de baile.

Soulwax es una banda de rock alternativo originaria de Gante, Bélgica y lidereada por los hermanos David y Stephen Dewaele.

En Agosto del 2006 anunciaron que se encuentran trabajando en el nuevo disco de Tiga. A finales del año la revista belga HUMO declaró que David y Stephen crearon un nuevo grupo de krautrock con Riton llamado Die Verboten. <a href=""https://www.last.fm/music/Soulwax"">Read more on Last.fm</a>",668089,12210049,"['Simian Mobile Disco', 'dEUS', 'Sebastian', 'Boys Noize', 'Asa Moto']"
Whilk & Misky," <a href=""https://www.last.fm/music/Whilk+&+Misky"">Read more on Last.fm</a>",142194,1038450,"['Yoav', 'Elder Island', 'Crooked Colours', 'Fyfe', 'LAAKE']"
Romare,"Archie Fairhurst es un productor afincado en Londres que firma sus producciones como Romare con el que debutó en 2012 en el sello  de Bristol Black Acre con ""Meditations On Afrocentrism. Repite un año después en el mismo sello con ""Love Songs: Part One"". El sello Ninja Tune le echa el lazo en otoño de 2014 y le publica publica su Roots EP.  <a href=""https://www.last.fm/music/Romare"">Read more on Last.fm</a>",313027,3861528,"['Session Victim', 'Daphni', 'Jitwam', 'Leon Vynehall', ""O'Flynn""]"
Las Bistecs,"Las Bistecs se autodefinen como un ""Grupo de música dedicado al electro-disgusting para público especializado y avanzado"". Carla Moreno y Alba Rihe formaron el dúo en Barcelona el año 2014. Entre sus temas más conocidos se encuentran ""HDA"", ""Sexy O No"" y ""Universio"". En 2016 anunciaron un crowfunding para poder grabar su primer disco. En soló unas semanas llegaron a la meta del proyecto, y no sólo eso, sino que lo sobrepasaron en un 235%. El 1 de septiembre de 2016 salió su primer álbum llamado ""Oferta"" <a href=""https://www.last.fm/music/Las+Bistecs"">Read more on Last.fm</a>",20620,366943,"['Peaches', 'Vive La Fête', 'The Knife', 'Miss Kittin & The Hacker', 'Ladytron']"
Christian Löffler,"La música de Christian Löffler se define por una combinación de euforia y melancolía -a veces su sonido recuerda al del veterano John Tejada -. tal y como queda demostrado en los dos álbumes que ha sacado hasta la fecha; Forest (2012) y Young Alaska (2014), ambos publicados en el sello de Colonia Ki Records que ayudó a fundar y que es donde Löffler ha publicado la mayoría de su discografía. C.Sides y Orphanear, el sello de Pawel también en Dial <a href=""https://www.last.fm/music/Christian+L%C3%B6ffler"">Read more on Last.fm</a>",328790,6593405,"['Parra for Cuva', 'Max Cooper', 'Gidge', 'Kiasmos', 'Jan Blomqvist']"
Mop Mop,"Mop Mop, es el nombre artistico de Andrea Benini, es un productor musical, músico, y compositor de la ciudad Cesena,en Italia .

Benini se interezo por la guitarra desde los 10 años, y comenzó a tocar la batería a los 14 años. A finales de 1999, Benini trasladó a Bolonia y asistió a la ""Disciplina dell Arti, della Musica e Spettacolo dell"" ( DAMS ), siguiendo el estudio de la música afroamericana y la música contemporánea .

De 2000 a 2003 <a href=""https://www.last.fm/music/Mop+Mop"">Read more on Last.fm</a>",99923,895611,"['The Bahama Soul Club', 'Nostalgia 77', 'Gerardo Frisina', 'Soel', 'Club Des Belugas']"
OneRepublic,"OneRepublic es una banda de rock estadounidense formada en Colorado. Timbaland remezcló su tema Apologize en el album Shock Value, y eso les ha lanzado a lo más alto en los Estados Unidos y en el resto del mundo.

Desde el verano de 2006, la banda ha sido una de las más populares en MySpace por el abultado número de visitas a su página. Su carrera comenzó de la mano del compositor y productor discográfico Ryan Tedder y su amigo de secundaria Zach Filkins en Colorado Springs. <a href=""https://www.last.fm/music/OneRepublic"">Read more on Last.fm</a>",4160916,129564443,"['The Script', 'Imagine Dragons', 'Maroon 5', 'American Authors', 'Train']"
Cappella,"Cappella fue un proyecto italiano de música Eurodance formado por el productor Gianfranco Bortolotti en 1987. A lo largo de los años sufrió modificaciones, alcanzando sus mayores éxitos a principios de los 90 cuando se encontraban al frente de las vocales los británicos Kelly Overett y Rodney Bishop. Su mayor éxito fue ""U got 2 let the music"", que alcanzó la posición 2 en las listas británicas en el año 1993. Otros conocidos éxitos en España fueron ""U got 2 know"",  ""U & me"" o ""Move on baby""  <a href=""https://www.last.fm/music/Cappella"">Read more on Last.fm</a>",174099,1151565,"['2 Unlimited', '2 Brothers on the 4th Floor', 'Captain Hollywood Project', 'Twenty 4 Seven', 'Culture Beat']"
La Yegros,"La voz de La Yegros electrifica sus raíces litoraleñas, disparando chamames al futuro. Reconocida por MTV Iggy por “aportar un toque feminino a la escena nueva cumbia de la Argentina”, La Yegros es la primera dama del sello ZZK Records, aportando su femineidad y energía que cruza las escenas de world music con el global bass.

La Yegros combina ritmos tradicionales de la selva del noreste de la Argentina, un sonido relativamente desconocido al oído mundial <a href=""https://www.last.fm/music/La+Yegros"">Read more on Last.fm</a>",54320,499163,"['El Gato Negro', 'FRENTE CUMBIERO', 'The Bongo Hop', 'Onda Vaga', 'Sergent Garcia']"
GFOTY,"Polly-Louisa Salmon (nacida en 1990) es una cantante de pop británica conocida por su nombre artístico ''GFOTY'' (abreviación de Girl Friend of the Year) que desde el 2014 ha lanzado música a través de la casa discográfica 'PC Music' y es mejor conocida por sus mini-mixes.

GFOTY es, según los críticos, el acto de PC Music más político y combina cantos hablados con rap melodiosos y una voz femenina de acento marcado con cantos de fondo configurados robóticamente sumado a beats infantiles. <a href=""https://www.last.fm/music/GFOTY"">Read more on Last.fm</a>",191380,5339103,"['Lipgloss Twins', 'Sophie', 'Hannah Diamond', 'QT', 'Danny L Harle']"
Charli xcx,"Charlotte Emma Aitchison, conocida profesionalmente como Charli xcx, es una cantante y compositora inglesa. Nacida en Cambridge y criada en Start Hill, Essex, comenzó a publicar canciones en MySpace en 2008, lo que la llevó a ser descubierta por un promotor que la invitó a actuar en fiestas y raves en almacenes. En 2010, firmó un contrato discográfico con Asylum Records y lanzó una serie de singles y mixtapes a lo largo de 2011 y 2012.

En 2012 <a href=""https://www.last.fm/music/Charli+xcx"">Read more on Last.fm</a>",3530266,638794843,"['Sophie', 'Slayyyter', 'Caroline Polachek', 'Sky Ferreira', 'Addison Rae']"
Xinobi,"Tras el nombre de Xinobi se esconde la historia de un personaje que gracias a la pasión por la música, la cual roza con la obsesión representada en miles de horas de escucha, en una colección de discos con alrededor de 1000 ejemplares y en la necesidad de expresar con ella las ideas internas, ha conseguido iniciar una carrera más que importante basada en la autoconfianza y el buen gusto.

No exageramos. Con años de trabajo tenaz y perseverante <a href=""https://www.last.fm/music/Xinobi"">Read more on Last.fm</a>",181278,1242881,"['Eli & Fur', 'Maceo Plex', 'Klangkarussell', 'Booka Shade', 'Tube & Berger']"
League of Legends,"League of Legends (LoL), es un juego del género MOBA, desarrollado por Riot Games para Microsoft Windows y OS X. Los jugadores se forman en 2 equipos de campeones (Champions, o bien champs), 3 contra 3 o 5 contra 5. A día 13 de junio de 2013 hay 114 campeones diferentes entre los que elegir. Cada vez que un campeón nuevo está disponible aparece su imagen en la pantalla de inicio del juego con su canción personalizada correspondiente. <a href=""https://www.last.fm/music/League+of+Legends"">Read more on Last.fm</a>",1156053,51541048,"['Valorant', 'League of Legends: Wild Rift', 'Tommee Profitt', 'Samuel Kim', 'HOYO-MiX']"
Lost Sky," <a href=""https://www.last.fm/music/Lost+Sky"">Read more on Last.fm</a>",210901,3057923,"['Unknown Brain', 'Lensko', 'Facading', 'EGZOD', 'Alan Walker']"
Oxia,"Desde su primer maxi, salido en 1995, Olivier Raymond aka Oxia se ha impuesto en la cima del techno francés. Junto a su amigo The Hacker, y su sello Goodlife, Olivier encarna el segundo soplo de la producción francesa technoide de finales de los 90s.

Lo hemos conocido primero con sus sets ''funky techno'' ejecutados con gran técnica. Pero una vez cambiamos de milenio, Oxia se abre a estilos mas tranquilos y mas melódicos mezclando electro, techno minimal <a href=""https://www.last.fm/music/Oxia"">Read more on Last.fm</a>",214651,1276603,"['Boris Brejcha', 'Kölsch', 'Solomun', 'Paul Kalkbrenner', 'Sam Paganini']"
The xx,"The xx es un trío de Londres formado por Romy Madley Croft (voz y guitarra), Oliver Sim (voz, bajo), y Jamie Smith (batería, MPC sampler) (En su formación original también lo integraba Baria Qureshi que se encargaba de los teclados y guitarra, sin embargo dejó la banda por motivos personales)

Unidos por un amor común a la oscuridad, a los sonidos de las guitarras ochenteras y al R&B Americano, el sonido único de The xx se corresponde con el de una banda cuyas influencias musicales incluyen desde Aaliyah hasta Cocorosie <a href=""https://www.last.fm/music/The+xx"">Read more on Last.fm</a>",2698680,185379057,"['Oliver Sim', 'alt-J', 'Foals', 'The Whitest Boy Alive', 'Phoenix']"
Dj Dasten," <a href=""https://www.last.fm/music/Dj+Dasten"">Read more on Last.fm</a>",7714,32996,"['4ndy', 'La Combinación Vallenata', 'flaco flow y Melanina', 'Luis Alberto Posada', 'Paola Jara']"
COEO," <a href=""https://www.last.fm/music/COEO"">Read more on Last.fm</a>",125625,999512,"['Crazy P', 'scruscru', 'Saison', 'Franc Moody', 'Qubiko']"
Shouse," <a href=""https://www.last.fm/music/Shouse"">Read more on Last.fm</a>",502103,5252451,"['ACRAZE', 'Kungs', 'Robin Schulz', 'Fisher', 'David Guetta']"
Purple Disco Machine," <a href=""https://www.last.fm/music/Purple+Disco+Machine"">Read more on Last.fm</a>",564224,9997198,"['Kungs', 'Ofenbach', 'Felix Jaehn', 'Lost Frequencies', 'Jax Jones']"
Tom Tyger," <a href=""https://www.last.fm/music/Tom+Tyger"">Read more on Last.fm</a>",14475,50483,"['Mathias D.', 'Flo Dosh', 'Antoine Delvig', 'Damien N-Drix', ""Nuits d'Etoiles""]"
Boston Bun," <a href=""https://www.last.fm/music/Boston+Bun"">Read more on Last.fm</a>",153866,1123783,"['Swimming Paul', 'Myd', 'Busy P', 'Barry Can’t Swim', 'ATRIP']"
Jamiroquai,"Jamiroquai es una banda británica liderada por su vocalista Jay Kay, máximo exponente del funk  y acid jazz creada en 1992.  Sus discos posteriores han ido explorando ritmos un tanto más electrónicos, dance y pop.  Hasta el momento la banda ha logrado vender más de 35 millones de álbumes en todo el mundo. 

El nombre ""Jamiroquai"" surge de la unión del nombre de la tribu indígena norteamericana de los iroqueses, con la cual Kay dice identificarse <a href=""https://www.last.fm/music/Jamiroquai"">Read more on Last.fm</a>",2719316,96758578,"['The Brand New Heavies', 'Incognito', 'Modjo', 'Chic', 'Thundercat']"
Suga7," <a href=""https://www.last.fm/music/Suga7"">Read more on Last.fm</a>",5275,34076,"['Huda Hudia', 'MIAU', 'Ufo Project', 'Shade K', 'Stanton Warriors']"
Pascal Letoublon," <a href=""https://www.last.fm/music/Pascal+Letoublon"">Read more on Last.fm</a>",123161,1249362,"['Marc Philippe', 'Robin Schulz', 'Klaas', 'twocolors', 'Tony Igy']"
Vitalic,"Vitalic es el nombre artístico de Pascal Arbez, dj y productor de música electrónica (techno o electro entre otros estilos). Según bromea, dice que nació en Ucrania y fue a vivir a Alemania cuando la caída del muro de Berlín, pero realmente nació en Francia en 1976, y sus padres son italianos.

Saltó a la fama recientemente por su tema My friend Dario del su LP Ok Cowboy, publicado en 2005, y por sus participaciones en vivo junto a Miss Kittin y The Hacker <a href=""https://www.last.fm/music/Vitalic"">Read more on Last.fm</a>",730288,14724759,"['Boys Noize', 'Digitalism', 'Yuksek', 'Simian Mobile Disco', 'Etienne de Crécy']"
Eskorzo,"La legendaria banda granadina formada en 1995, con su primer disco Mundo Bullanga, sentó las bases del movimiento “Mestizo”, fusionando estilos tan diversos como la música latina, el rock, el ska, el funk y los ritmos africanos. Un sonido que sus 7 integrantes: Tony Moreno (Voz), José Uribe (Batería), Jose Gustavo Ppgu (Bajo), Manuel Collados (Guitarra), Zeke Olmo (Percusión), Pruden Valdivieso (Trombón) y Jimi García (Trompeta); elaboran para ofrecer presentaciones en vivo inigualables. <a href=""https://www.last.fm/music/Eskorzo"">Read more on Last.fm</a>",30520,274072,"['La Kinky Beat', 'Cheb Balowski', '08001', 'Hechos Contra El Decoro', 'Canteca De Macao']"
Bruno Martini,"Bruno Dalla Martha Martini (Sao Paulo, 1 de octubre de 1992) es un músico, cantante, compositor, productor, actor y DJ brasileño. Hijo de Gino Martini, miembro de la banda musical Double You, de niño acompañó a su padre en las producciones de sus canciones y espectáculos. En 2005, luego de recibir su primera computadora, comenzó a componer y producir sus canciones. Años más tarde, se unió a una banda de rock. 

Siendo estudiante en la universidad de ingeniería <a href=""https://www.last.fm/music/Bruno+Martini"">Read more on Last.fm</a>",182406,1734973,"['dubdogz', 'Cat Dealers', 'Alok', 'Zeeba', 'Vintage Culture']"
Emrod," <a href=""https://www.last.fm/music/Emrod"">Read more on Last.fm</a>",52880,399351,"['Traf', 'Adrian Ström', 'Stereoclip', 'Joachim Pastor', 'Teho']"
Fisher," <a href=""https://www.last.fm/music/Fisher"">Read more on Last.fm</a>",728104,12646537,"['Dom Dolla', 'Mau P', 'Chris Lake', 'Cloonee', 'Martin Ikin']"
Bicep,"Bicep es una pareja de DJ's y productores ingleses, que desde hace un par de años, y hasta hoy, han sabido poner en la pista un buen par de tracks de house, altamente influenciado por los años 90, con voces de divas house y un permanente guiño a lo sexual, hacen que esta combinación, sea algo totalmente explosivo y delicioso de escuchar. <a href=""https://www.last.fm/music/Bicep"">Read more on Last.fm</a>",583976,12635374,"['Overmono', 'B.D.B', 'Ross From Friends', ""Barry Can't Swim"", 'George Fitzgerald']"
Bob Sinclar,"Bob Sinclar (Douarnenez, Francia, 10 de mayo de 1967) es un músico francés del llamado French Touch, subgénero musical nacido de la música house y el dancehall. De nombre real Christophe LeFriant, aparte de DJ, mezclador y productor discográfico es co-propietario (junto a DJ Yellow) de la casa discográfica «Yellow Productions». También conocido por otros alias como The Mighty Bop, Africanism, Chris The French kiss o Reminiscence Quartet. <a href=""https://www.last.fm/music/Bob+Sinclar"">Read more on Last.fm</a>",1515425,15829301,"['Martin Solveig', 'Kungs', 'David Guetta', 'Alex Gaudino', 'Laurent Wolf']"
